agent_slug,tier,seed,day,bank,hands_hired_today,quadrants_owned,tiles_crop,tiles_pasture,tiles_coop,tiles_empty,tiles_weed,animals_alive,shed_items,price_wheat,price_melon,price_milk,price_wool
fallow_finn,0,7002,15,3000,0,1,0,0,0,25,0,0,0,29,275,195,235
fallow_finn,0,7002,16,3000,0,1,0,0,0,25,0,0,0,30,275,196,237
fallow_finn,0,7002,17,3000,0,1,0,0,0,25,0,0,0,31,276,197,238
fallow_finn,0,7002,18,3000,0,1,0,0,0,25,0,0,0,31,276,201,239
fallow_finn,0,7002,19,3000,0,1,0,0,0,25,0,0,0,32,277,207,240
fallow_finn,0,7002,20,3000,0,1,0,0,0,25,0,0,0,32,277,212,241
fallow_finn,0,7002,21,3000,0,1,0,0,0,25,0,0,0,33,277,219,242
fallow_finn,0,7002,22,3000,0,1,0,0,0,25,0,0,0,34,278,227,243
fallow_finn,0,7002,23,3000,0,1,0,0,0,25,0,0,0,34,278,234,244
fallow_finn,0,7002,24,3000,0,1,0,0,0,25,0,0,0,35,279,240,244
fallow_finn,0,7002,25,3000,0,1,0,0,0,25,0,0,0,36,279,246,245
fallow_finn,0,7002,26,3000,0,1,0,0,0,25,0,0,0,36,279,252,246
fallow_finn,0,7002,27,3000,0,1,0,0,0,25,0,0,0,37,280,257,246
fallow_finn,0,7002,28,3000,0,1,0,0,0,25,0,0,0,37,280,262,247
fallow_finn,0,7002,29,3000,0,1,0,0,0,25,0,0,0,38,280,266,247
wheat_walter,1,7000,0,2890,0,1,3,0,0,22,0,0,0,26,256,169,206
wheat_walter,1,7000,1,2860,0,1,6,0,0,19,0,0,0,26,260,172,209
wheat_walter,1,7000,2,2840,0,1,7,0,0,17,1,0,0,27,262,175,212
wheat_walter,1,7000,3,2893,0,1,6,0,0,18,1,0,0,27,264,177,214
wheat_walter,1,7000,4,2949,0,1,5,0,0,19,1,0,0,28,266,179,215
wheat_walter,1,7000,5,3349,0,1,3,0,0,21,1,0,0,26,267,181,217
wheat_walter,1,7000,6,3399,0,1,6,0,0,18,1,0,0,27,268,183,223
wheat_walter,1,7000,7,3389,0,1,7,0,0,17,1,0,0,28,269,185,228
wheat_walter,1,7000,8,3447,0,1,6,0,0,18,1,0,0,29,270,186,232
wheat_walter,1,7000,9,3505,0,1,5,0,0,18,2,0,0,30,271,191,234
wheat_walter,1,7000,10,3941,0,1,3,0,0,20,2,0,0,29,272,199,236
wheat_walter,1,7000,11,3998,0,1,6,0,0,17,2,0,0,29,272,205,237
wheat_walter,1,7000,12,3988,0,1,7,0,0,16,2,0,0,30,273,211,239
wheat_walter,1,7000,13,4050,0,1,6,0,0,17,2,0,0,31,274,216,240
wheat_walter,1,7000,14,4114,0,1,5,0,0,18,2,0,0,32,274,220,241
wheat_walter,1,7000,15,4593,0,1,3,0,0,20,2,0,0,32,275,224,242
wheat_walter,1,7000,16,4659,0,1,6,0,0,17,2,0,0,32,275,228,243
wheat_walter,1,7000,17,4649,0,1,7,0,0,16,2,0,0,33,276,232,243
wheat_walter,1,7000,18,4717,0,1,6,0,0,17,2,0,0,34,276,237,244
wheat_walter,1,7000,19,4787,0,1,5,0,0,18,2,0,0,35,277,243,245
wheat_walter,1,7000,20,5317,0,1,3,0,0,20,2,0,0,35,277,249,245
wheat_walter,1,7000,21,5394,0,1,6,0,0,17,2,0,0,36,277,256,246
wheat_walter,1,7000,22,5384,0,1,7,0,0,15,3,0,0,37,278,263,246
wheat_walter,1,7000,23,5458,0,1,6,0,0,16,3,0,0,37,278,270,247
wheat_walter,1,7000,24,5534,0,1,5,0,0,17,3,0,0,38,279,276,247
wheat_walter,1,7000,25,6117,0,1,3,0,0,19,3,0,0,39,279,282,248
wheat_walter,1,7000,26,6204,0,1,6,0,0,16,3,0,0,39,279,288,248
wheat_walter,1,7000,27,6204,0,1,6,0,0,18,1,0,0,40,280,293,249
wheat_walter,1,7000,28,6447,0,1,1,0,0,23,1,0,0,41,280,299,249
wheat_walter,1,7000,29,6816,0,1,0,0,0,25,0,0,0,41,280,304,249
wheat_walter,1,7001,0,2890,0,1,3,0,0,22,0,0,0,26,256,169,206
wheat_walter,1,7001,1,2860,0,1,6,0,0,19,0,0,0,26,260,172,209
wheat_walter,1,7001,2,2840,0,1,7,0,0,16,2,0,0,27,262,175,212
wheat_walter,1,7001,3,2893,0,1,6,0,0,17,2,0,0,27,264,177,214
wheat_walter,1,7001,4,2949,0,1,5,0,0,18,2,0,0,28,266,179,215
wheat_walter,1,7001,5,3349,0,1,3,0,0,20,2,0,0,26,267,181,217
wheat_walter,1,7001,6,3399,0,1,6,0,0,17,2,0,0,28,268,183,218
wheat_walter,1,7001,7,3389,0,1,7,0,0,16,2,0,0,30,269,185,219
wheat_walter,1,7001,8,3449,0,1,6,0,0,17,2,0,0,31,270,186,220
wheat_walter,1,7001,9,3511,0,1,5,0,0,18,2,0,0,32,271,187,221
wheat_walter,1,7001,10,3990,0,1,3,0,0,20,2,0,0,32,272,189,221
wheat_walter,1,7001,11,4058,0,1,6,0,0,17,2,0,0,33,272,190,222
wheat_walter,1,7001,12,4048,0,1,7,0,0,16,2,0,0,34,273,191,223
wheat_walter,1,7001,13,4118,0,1,6,0,0,17,2,0,0,35,274,193,223
wheat_walter,1,7001,14,4190,0,1,5,0,0,18,2,0,0,37,274,194,224
wheat_walter,1,7001,15,4749,0,1,3,0,0,20,2,0,0,37,275,198,224
wheat_walter,1,7001,16,4833,0,1,6,0,0,17,2,0,0,38,275,204,225
wheat_walter,1,7001,17,4823,0,1,7,0,0,16,2,0,0,39,276,210,225
wheat_walter,1,7001,18,4903,0,1,6,0,0,17,2,0,0,40,276,217,226
wheat_walter,1,7001,19,4985,0,1,5,0,0,18,2,0,0,41,277,225,226
wheat_walter,1,7001,20,5627,0,1,3,0,0,20,2,0,0,42,277,232,227
wheat_walter,1,7001,21,5726,0,1,6,0,0,17,2,0,0,43,277,239,227
wheat_walter,1,7001,22,5716,0,1,7,0,0,16,2,0,0,44,278,245,227
wheat_walter,1,7001,23,5805,0,1,6,0,0,16,3,0,0,45,278,250,228
wheat_walter,1,7001,24,5895,0,1,5,0,0,17,3,0,0,46,279,256,228
wheat_walter,1,7001,25,6601,0,1,3,0,0,19,3,0,0,47,279,261,228
wheat_walter,1,7001,26,6712,0,1,6,0,0,16,3,0,0,47,279,265,229
wheat_walter,1,7001,27,6712,0,1,6,0,0,17,2,0,0,48,280,270,229
wheat_walter,1,7001,28,7006,0,1,1,0,0,22,2,0,0,49,280,274,229
wheat_walter,1,7001,29,7451,0,1,0,0,0,25,0,0,0,50,280,279,229
wheat_walter,1,7002,0,2890,0,1,3,0,0,22,0,0,0,26,256,169,206
wheat_walter,1,7002,1,2860,0,1,6,0,0,19,0,0,0,26,260,172,209
wheat_walter,1,7002,2,2840,0,1,7,0,0,17,1,0,0,27,262,175,212
wheat_walter,1,7002,3,2893,0,1,6,0,0,18,1,0,0,27,264,177,214
wheat_walter,1,7002,4,2949,0,1,5,0,0,19,1,0,0,28,266,179,215
wheat_walter,1,7002,5,3349,0,1,3,0,0,21,1,0,0,26,267,181,217
wheat_walter,1,7002,6,3399,0,1,6,0,0,18,1,0,0,27,268,183,218
wheat_walter,1,7002,7,3389,0,1,7,0,0,17,1,0,0,28,269,185,219
wheat_walter,1,7002,8,3447,0,1,6,0,0,18,1,0,0,29,270,186,220
wheat_walter,1,7002,9,3505,0,1,5,0,0,18,2,0,0,30,271,187,224
wheat_walter,1,7002,10,3941,0,1,3,0,0,20,2,0,0,29,272,189,229
wheat_walter,1,7002,11,3998,0,1,6,0,0,17,2,0,0,29,272,190,232
wheat_walter,1,7002,12,3988,0,1,7,0,0,16,2,0,0,30,273,195,235
wheat_walter,1,7002,13,4050,0,1,6,0,0,17,2,0,0,31,274,202,236
wheat_walter,1,7002,14,4114,0,1,5,0,0,18,2,0,0,32,274,208,238
wheat_walter,1,7002,15,4593,0,1,3,0,0,20,2,0,0,32,275,215,239
wheat_walter,1,7002,16,4661,0,1,6,0,0,17,2,0,0,33,275,223,240
wheat_walter,1,7002,17,4651,0,1,7,0,0,16,2,0,0,34,276,231,241
wheat_walter,1,7002,18,4721,0,1,6,0,0,17,2,0,0,35,276,237,242
wheat_walter,1,7002,19,4791,0,1,5,0,0,18,2,0,0,36,277,243,244
wheat_walter,1,7002,20,5337,0,1,3,0,0,20,2,0,0,36,277,249,245
wheat_walter,1,7002,21,5415,0,1,6,0,0,17,2,0,0,37,277,256,246
wheat_walter,1,7002,22,5405,0,1,7,0,0,15,3,0,0,38,278,263,247
wheat_walter,1,7002,23,5481,0,1,6,0,0,16,3,0,0,39,278,270,248
wheat_walter,1,7002,24,5559,0,1,5,0,0,17,3,0,0,40,279,276,249
wheat_walter,1,7002,25,6169,0,1,3,0,0,19,3,0,0,40,279,282,249
wheat_walter,1,7002,26,6262,0,1,6,0,0,15,4,0,0,41,279,288,250
wheat_walter,1,7002,27,6262,0,1,6,0,0,16,3,0,0,42,280,293,251
wheat_walter,1,7002,28,6514,0,1,1,0,0,21,3,0,0,43,280,299,251
wheat_walter,1,7002,29,6901,0,1,0,0,0,25,0,0,0,43,280,304,252
rotation_rosa,2,7000,0,2413,4,1,15,0,0,10,0,0,0,26,256,169,206
rotation_rosa,2,7000,1,2366,4,1,25,0,0,0,0,0,0,26,260,172,209
rotation_rosa,2,7000,2,2359,4,1,25,0,0,0,0,0,0,27,262,175,212
rotation_rosa,2,7000,3,2352,4,1,25,0,0,0,0,0,0,27,264,183,214
rotation_rosa,2,7000,4,2540,4,1,25,0,0,0,0,0,0,27,266,193,215
rotation_rosa,2,7000,5,3169,4,1,5,0,0,4,16,0,0,22,267,200,217
rotation_rosa,2,7000,6,3132,4,1,14,0,0,3,8,0,0,23,268,206,218
rotation_rosa,2,7000,7,3212,4,1,18,0,0,1,6,0,0,23,269,211,219
rotation_rosa,2,7000,8,3155,4,1,22,0,0,3,0,0,0,24,270,216,220
rotation_rosa,2,7000,9,3418,4,1,21,0,0,1,3,0,0,27,271,223,221
rotation_rosa,2,7000,10,3999,4,1,15,0,0,7,3,0,0,24,272,230,221
rotation_rosa,2,7000,11,4430,4,1,20,0,0,2,3,0,0,23,272,237,222
rotation_rosa,2,7000,12,4587,4,1,21,0,0,0,4,0,0,24,273,243,223
rotation_rosa,2,7000,13,4746,4,1,20,0,0,3,2,0,0,28,274,249,223
rotation_rosa,2,7000,14,5198,4,1,18,0,0,2,5,0,0,30,274,254,224
rotation_rosa,2,7000,15,5926,4,1,7,0,0,8,10,0,0,30,275,259,227
rotation_rosa,2,7000,16,6391,4,1,14,0,0,1,10,0,0,31,275,264,231
rotation_rosa,2,7000,17,6733,4,1,13,0,0,4,8,0,0,32,276,269,233
rotation_rosa,2,7000,18,6853,4,1,17,0,0,3,5,0,0,33,276,274,235
rotation_rosa,2,7000,19,6973,4,1,18,0,0,2,5,0,0,34,277,280,237
rotation_rosa,2,7000,20,7783,4,1,10,0,0,8,7,0,0,34,277,286,238
rotation_rosa,2,7000,21,7992,4,1,18,0,0,2,5,0,0,35,277,292,240
rotation_rosa,2,7000,22,8283,4,1,21,0,0,1,3,0,0,35,278,297,242
rotation_rosa,2,7000,23,8586,4,1,23,0,0,2,0,0,0,35,278,302,243
rotation_rosa,2,7000,24,8929,4,1,22,0,0,1,2,0,0,36,279,307,245
rotation_rosa,2,7000,25,9668,4,1,14,0,0,7,4,0,0,36,279,312,246
rotation_rosa,2,7000,26,10474,4,1,13,0,0,8,4,0,0,37,279,316,247
rotation_rosa,2,7000,27,11063,4,1,10,0,0,15,0,0,0,37,280,321,248
rotation_rosa,2,7000,28,11362,4,1,8,0,0,17,0,0,0,38,280,325,248
rotation_rosa,2,7000,29,11509,4,1,3,0,0,21,1,0,0,39,280,330,249
rotation_rosa,2,7001,0,2413,4,1,15,0,0,10,0,0,0,26,256,169,206
rotation_rosa,2,7001,1,2366,4,1,25,0,0,0,0,0,0,26,260,172,209
rotation_rosa,2,7001,2,2359,4,1,25,0,0,0,0,0,0,27,262,175,212
rotation_rosa,2,7001,3,2352,4,1,25,0,0,0,0,0,0,27,264,183,214
rotation_rosa,2,7001,4,2540,4,1,25,0,0,0,0,0,0,27,266,193,215
rotation_rosa,2,7001,5,3169,4,1,5,0,0,4,16,0,0,22,267,200,217
rotation_rosa,2,7001,6,3132,4,1,14,0,0,3,8,0,0,23,268,208,218
rotation_rosa,2,7001,7,3200,4,1,18,0,0,1,6,0,0,23,269,218,219
rotation_rosa,2,7001,8,3143,4,1,22,0,0,3,0,0,0,24,270,226,220
rotation_rosa,2,7001,9,3368,4,1,21,0,0,1,3,0,0,27,271,233,221
rotation_rosa,2,7001,10,3933,4,1,15,0,0,7,3,0,0,24,272,239,221
rotation_rosa,2,7001,11,4346,4,1,20,0,0,2,3,0,0,23,272,245,222
rotation_rosa,2,7001,12,4503,4,1,21,0,0,0,4,0,0,24,273,251,223
rotation_rosa,2,7001,13,4662,4,1,20,0,0,3,2,0,0,28,274,256,223
rotation_rosa,2,7001,14,5085,4,1,18,0,0,2,5,0,0,30,274,261,224
rotation_rosa,2,7001,15,5819,4,1,7,0,0,8,10,0,0,30,275,267,224
rotation_rosa,2,7001,16,6306,4,1,14,0,0,1,10,0,0,31,275,273,225
rotation_rosa,2,7001,17,6672,4,1,13,0,0,4,8,0,0,33,276,279,225
rotation_rosa,2,7001,18,6805,4,1,17,0,0,3,5,0,0,34,276,285,226
rotation_rosa,2,7001,19,6924,4,1,18,0,0,2,5,0,0,36,277,291,226
rotation_rosa,2,7001,20,7778,4,1,10,0,0,8,7,0,0,36,277,296,227
rotation_rosa,2,7001,21,7990,4,1,18,0,0,2,5,0,0,37,277,301,227
rotation_rosa,2,7001,22,8319,4,1,21,0,0,1,3,0,0,38,278,306,227
rotation_rosa,2,7001,23,8670,4,1,23,0,0,2,0,0,0,39,278,311,228
rotation_rosa,2,7001,24,9018,4,1,22,0,0,1,2,0,0,40,279,316,228
rotation_rosa,2,7001,25,9849,4,1,14,0,0,7,4,0,0,41,279,320,228
rotation_rosa,2,7001,26,10967,4,1,13,0,0,8,4,0,0,42,279,325,229
rotation_rosa,2,7001,27,11829,4,1,10,0,0,15,0,0,0,42,280,329,229
rotation_rosa,2,7001,28,12428,4,1,8,0,0,17,0,0,0,43,280,333,229
rotation_rosa,2,7001,29,12934,4,1,3,0,0,21,1,0,0,44,280,337,229
rotation_rosa,2,7002,0,2413,4,1,15,0,0,10,0,0,0,26,256,169,206
rotation_rosa,2,7002,1,2366,4,1,25,0,0,0,0,0,0,26,260,172,209
rotation_rosa,2,7002,2,2359,4,1,25,0,0,0,0,0,0,27,262,175,212
rotation_rosa,2,7002,3,2352,4,1,25,0,0,0,0,0,0,28,264,177,214
rotation_rosa,2,7002,4,2547,4,1,25,0,0,0,0,0,0,29,266,179,215
rotation_rosa,2,7002,5,3243,4,1,5,0,0,4,16,0,0,23,267,181,217
rotation_rosa,2,7002,6,3206,4,1,14,0,0,3,8,0,0,27,268,183,218
rotation_rosa,2,7002,7,3301,4,1,18,0,0,1,6,0,0,29,269,185,219
rotation_rosa,2,7002,8,3244,4,1,22,0,0,3,0,0,0,30,270,186,220
rotation_rosa,2,7002,9,3531,4,1,21,0,0,1,3,0,0,32,271,191,221
rotation_rosa,2,7002,10,4267,4,1,15,0,0,7,3,0,0,31,272,199,221
rotation_rosa,2,7002,11,4865,4,1,20,0,0,2,3,0,0,31,272,205,222
rotation_rosa,2,7002,12,5092,4,1,21,0,0,0,4,0,0,32,273,211,223
rotation_rosa,2,7002,13,5309,4,1,20,0,0,3,2,0,0,33,274,216,223
rotation_rosa,2,7002,14,5835,4,1,18,0,0,2,5,0,0,35,274,220,224
rotation_rosa,2,7002,15,6690,4,1,7,0,0,8,10,0,0,35,275,224,224
rotation_rosa,2,7002,16,7238,4,1,14,0,0,1,10,0,0,36,275,228,225
rotation_rosa,2,7002,17,7644,4,1,13,0,0,4,8,0,0,37,276,232,225
rotation_rosa,2,7002,18,7799,4,1,17,0,0,3,5,0,0,38,276,236,226
rotation_rosa,2,7002,19,7954,4,1,18,0,0,2,5,0,0,39,277,239,226
rotation_rosa,2,7002,20,8932,4,1,10,0,0,8,7,0,0,40,277,242,227
rotation_rosa,2,7002,21,9198,4,1,18,0,0,2,5,0,0,41,277,246,227
rotation_rosa,2,7002,22,9563,4,1,21,0,0,1,3,0,0,41,278,249,227
rotation_rosa,2,7002,23,9950,4,1,23,0,0,2,0,0,0,42,278,252,228
rotation_rosa,2,7002,24,10420,4,1,22,0,0,1,2,0,0,43,279,256,228
rotation_rosa,2,7002,25,11361,4,1,14,0,0,7,4,0,0,44,279,261,228
rotation_rosa,2,7002,26,12547,4,1,13,0,0,8,4,0,0,44,279,265,229
rotation_rosa,2,7002,27,13399,4,1,10,0,0,15,0,0,0,45,280,270,229
rotation_rosa,2,7002,28,13939,4,1,8,0,0,17,0,0,0,46,280,274,229
rotation_rosa,2,7002,29,14344,4,1,3,0,0,21,1,0,0,47,280,279,229
homestead_hana,3,7000,0,913,4,2,14,0,0,36,0,0,0,26,256,169,206
homestead_hana,3,7000,1,686,4,2,25,0,0,24,1,0,0,26,260,172,209
homestead_hana,3,7000,2,659,4,2,25,0,0,23,2,0,0,27,262,175,212
homestead_hana,3,7000,3,652,4,2,25,0,0,23,2,0,0,27,264,177,214
homestead_hana,3,7000,4,586,8,2,13,0,0,11,26,0,0,27,266,179,215
homestead_hana,3,7000,5,422,8,2,30,0,0,1,19,0,0,27,267,181,217
homestead_hana,3,7000,6,338,8,2,35,0,0,0,15,0,0,28,268,183,218
homestead_hana,3,7000,7,284,8,2,37,0,0,2,11,0,0,29,269,185,219
homestead_hana,3,7000,8,533,8,2,18,0,0,5,27,0,0,30,270,186,220
homestead_hana,3,7000,9,1432,8,2,18,0,0,4,28,0,0,23,271,187,221
homestead_hana,3,7000,10,1433,8,2,30,0,0,2,18,0,0,27,272,189,221
homestead_hana,3,7000,11,1330,8,2,34,0,0,3,13,0,0,28,272,190,222
homestead_hana,3,7000,12,2251,8,2,26,0,0,9,15,0,0,30,273,195,223
homestead_hana,3,7000,13,2908,8,2,25,0,0,9,16,0,0,31,274,202,223
homestead_hana,3,7000,14,4184,8,2,25,0,0,7,18,0,0,29,274,208,224
homestead_hana,3,7000,15,4557,8,2,33,0,0,1,16,0,0,30,275,215,224
homestead_hana,3,7000,16,5305,8,2,26,0,0,4,20,0,0,32,275,223,225
homestead_hana,3,7000,17,6526,8,2,22,0,0,3,25,0,0,33,276,231,225
homestead_hana,3,7000,18,7658,8,2,21,0,0,3,26,0,0,34,276,239,226
homestead_hana,3,7000,19,8222,8,2,25,0,0,4,21,0,0,34,277,247,226
homestead_hana,3,7000,20,8640,8,2,31,0,0,4,15,0,0,35,277,255,227
homestead_hana,3,7000,21,9829,8,2,24,0,0,8,18,0,0,35,277,262,227
homestead_hana,3,7000,22,10754,8,2,27,0,0,5,18,0,0,36,278,269,227
homestead_hana,3,7000,23,11720,8,2,29,0,0,4,17,0,0,36,278,276,228
homestead_hana,3,7000,24,12402,8,2,31,0,0,4,15,0,0,37,279,282,228
homestead_hana,3,7000,25,13811,8,2,24,0,0,10,16,0,0,38,279,287,228
homestead_hana,3,7000,26,14803,8,2,28,0,0,3,19,0,0,39,279,293,229
homestead_hana,3,7000,27,16119,8,2,19,0,0,20,11,0,0,39,280,298,229
homestead_hana,3,7000,28,17142,8,2,4,0,0,44,2,0,0,40,280,303,229
homestead_hana,3,7000,29,18438,8,2,0,0,0,50,0,0,0,41,280,308,229
homestead_hana,3,7001,0,913,4,2,14,0,0,36,0,0,0,26,256,169,206
homestead_hana,3,7001,1,686,4,2,25,0,0,24,1,0,0,26,260,172,209
homestead_hana,3,7001,2,679,4,2,25,0,0,22,3,0,0,27,262,175,212
homestead_hana,3,7001,3,672,4,2,25,0,0,22,3,0,0,27,264,177,221
homestead_hana,3,7001,4,583,8,2,13,0,0,10,27,0,0,27,266,179,227
homestead_hana,3,7001,5,459,8,2,30,0,0,0,20,0,0,27,267,181,231
homestead_hana,3,7001,6,405,8,2,34,0,0,0,16,0,0,28,268,183,234
homestead_hana,3,7001,7,221,8,2,35,0,0,6,9,0,0,29,269,185,236
homestead_hana,3,7001,8,636,8,2,17,0,0,13,20,0,0,30,270,186,237
homestead_hana,3,7001,9,1352,8,2,18,0,0,10,22,0,0,23,271,187,239
homestead_hana,3,7001,10,1315,8,2,34,0,0,2,14,0,0,27,272,189,240
homestead_hana,3,7001,11,1121,8,2,36,0,0,5,9,0,0,29,272,190,241
homestead_hana,3,7001,12,1390,8,2,24,0,0,9,17,0,0,31,273,191,242
homestead_hana,3,7001,13,1890,8,2,18,0,0,12,20,0,0,32,274,193,242
homestead_hana,3,7001,14,2935,8,2,16,0,0,14,20,0,0,31,274,194,243
homestead_hana,3,7001,15,3164,8,2,32,0,0,1,17,0,0,33,275,198,244
homestead_hana,3,7001,16,3555,8,2,28,0,0,2,20,0,0,34,275,204,245
homestead_hana,3,7001,17,4016,8,2,23,0,0,4,23,0,0,35,276,210,245
homestead_hana,3,7001,18,4570,8,2,20,0,0,5,25,0,0,37,276,217,246
